id,Cat1,Cat2,Cat3
13489440,Spiritueux,Eau-de-vie,Eau-de-vie d'érable
13489503,Spiritueux,Eau-de-vie,Eau-de-vie d'érable
14379883,Spiritueux,Eau-de-vie,Eau-de-vie d'érable
14347970,Spiritueux,Eau-de-vie,Eau-de-vie d'érable
14447065,Spiritueux,Gin,Dry gin
14682920,Spiritueux,Gin,Dry gin
568576,Spiritueux,Absinthe,
280461,Champagne et mousseux,Champagne,
12335801,Champagne et mousseux,Champagne rosé,
12332408,Vin,Vin rouge,
14534687,Vin,Vin blanc,
14477926,Vin,Vin rouge,
14418627,Vin,Vin rouge,
14418651,Vin,Vin rouge,
14418635,Vin,Vin rouge,
12254420,Vin,Vin blanc,
14195339,Vin,Vin blanc,
14447989,Vin,Vin blanc,
12078420,Vin,Vin blanc,
12565527,Cidre,Cidre mousseux,
12761747,Cidre,Cidre de glace,
14539533,Vin,Vin blanc,
13374829,Cidre,Cidre de glace,
851600,Vin,Vin rouge,
14562127,Vin,Vin rouge,
13978788,Vin,Vin rouge,
14094706,Vin,Vin blanc,
14495500,Vin,Vin rouge,
12284741,Vin,Vin blanc,
12502008,Vin,Vin blanc,
12501945,Vin,Vin rouge,
13830581,Vin,Vin rouge,
14317121,Vin,Vin rouge,
12538553,Vin,Vin rouge,
220400,Champagne et mousseux,Vin mousseux,
464602,Vin,Vin rosé,
43125,Vin,Vin rouge,
329532,Vin,Vin rouge,
14152136,Vin,Vin rouge,
14151740,Vin,Vin rouge,
13110938,Cidre,Cidre de glace,
14161251,Vin,Vin blanc,
12981512,Vin,Vin blanc,
12981483,Vin,Vin blanc,
14213200,Vin,Vin rouge,
741231,Vin,Vin blanc,
741173,Vin,Vin rouge,
13953126,Vin,Vin rosé,
12642300,Poiré,Poiré mousseux,
12358245,Champagne et mousseux,Vin mousseux rosé,
10348781,Cidre,Cidre de glace,
13374749,Cidre,Cidre mousseux,
11738609,Cidre,Cidre mousseux,
14646937,Poiré,Poiré mousseux,
13017688,Cidre,Cidre mousseux,
14378143,Cidre,Cidre mousseux,
12207009,Vin,Vin blanc,
13105910,Vin,Vin rouge,
14211167,Vin,Vin blanc,
14495198,Vin,Vin rouge,
858886,Vin,Vin blanc,
13171685,Vin,Vin blanc,
14549310,Vin,Vin rouge,
11343607,Vin de dessert,Vin de glace,
11172254,Poiré,Poiré de glace,
11172300,Poiré,Poiré de glace,
14666401,Vin,Vin blanc,
14571883,Vin,Vin rouge,
741702,Vin,Vin rosé,
11633161,Vin,Vin rouge,
12962549,Vin,Vin blanc,
928523,Vin,Vin blanc,
640193,Vin,Vin rosé,
11808822,Vin,Vin rouge,
13908835,Vin,Vin rouge,
12259423,Vin,Vin blanc,
14092727,Vin,Vin rouge,
10249061,Vin,Vin blanc,
13565140,Cidre,Cidre mousseux,
13657538,Vin,Vin blanc,
14557029,Vin,Vin rouge,
14434601,Vin,Vin rouge,
14567770,Vin,Vin rouge,
13017629,Apéritif,Boisson aromatisée,
14392367,Vin,Vin blanc,
14646953,Vin,Vin blanc,
12641956,Vin,Vin rosé,
11575811,Vin,Vin blanc,
14646961,Vin,Vin rouge,
12699031,Vin,Vin blanc,
567891,Vin,Vin blanc,
11095949,Vin,Vin rouge,
13374773,Spiritueux,Liqueur et Crème,Boisson à l'érable
13374757,Vin,Vin rouge,
12981643,Apéritif,Vin apéritif,
12962573,Vin,Vin blanc,
14042252,Apéritif,Boisson aromatisée,
14559420,Cidre,,
14419291,Spiritueux,Liqueur et Crème,Boisson à l'érable
13944191,Vin,Vin rouge,
14144451,Spiritueux,Liqueur et Crème,Liqueur de fruit
14590363,Cidre,Cidre fort,
733600,Cidre,Cidre de glace,
13258289,Cidre,Cidre mousseux,
10994782,Cidre,Cidre mousseux,
14236090,Spiritueux,Cognac et brandy,Brandy de fruit
13385827,Spiritueux,Gin,Genièvre aromatisé
13875279,Spiritueux,Gin,Genièvre aromatisé
14641458,Cidre,Cidre mousseux,
13333322,Spiritueux,Cognac et brandy,Brandy de pomme
883942,Cidre,Cidre fort,
12467118,Spiritueux,Eau-de-vie,Eau-de-vie de pomme
12979092,Cidre,Vermouth,
13258246,Cidre,Vermouth,
114223,Vin,Vin blanc,
10324615,Vin,Vin blanc,
10374997,Vin,Vin rouge,
11901808,Vin,Vin blanc,
14010891,Vin,Vin rouge,
14574953,Vin,Vin blanc,
480285,Vin,Vin blanc,
11035479,Vin,Vin blanc,
10516490,Vin,Vin blanc,
14543313,Vin,Vin rosé,
14161649,Apéritif,Boisson aromatisée,
12863049,Apéritif,Boisson aromatisée,
11441338,Apéritif,Boisson aromatisée,
14542687,Vin,Vin blanc,
11398253,Cidre,Cidre mousseux,
11097451,Vin,Vin blanc,
13608963,Vin,Vin blanc,
852434,Vin,Vin blanc,
12284709,Vin,Vin blanc,
14290117,Vin,Vin rouge,
14003632,Vin,Vin blanc,
14232275,Vin,Vin rouge,
13911495,Vin,Vin rouge,
14567913,Vin,Vin blanc,
734269,Cidre,Cidre de glace,
12731177,Vin,Vin rouge,
14576377,Vin,Vin rouge,
14567104,Vin,Vin rouge,
14121225,Vin,Vin blanc,
11153264,Vin,Vin rouge,
13972511,Vin,Vin rouge,
926899,Vin,Vin blanc,
11427544,Vin,Vin rosé,
11213600,Vin de dessert,Vin de glace,
14473301,Champagne et mousseux,Vin mousseux rosé,
13107317,Vin,Vin blanc,
11506365,Vin,Vin rouge,
12999085,Vin,Vin blanc,
521518,Vin,Vin blanc,
561274,Vin,Vin blanc,
484139,Vin,Vin blanc,
14505405,Vin,Vin rouge,
11984308,Vin,Vin rouge,
14505392,Vin,Vin rouge,
13853248,Vin,Vin rouge,
12212220,Vin,Vin rouge,
11097485,Vin,Vin blanc,
12841510,Champagne et mousseux,Vin mousseux rosé,
11767768,Vin,Vin blanc,
10273416,Vin,Vin rouge,
12988925,Vin,Vin rouge,
12988749,Vin,Vin rouge,
12858055,Vin,Vin rouge,
12796739,Spiritueux,Téquila,
13181808,Vin,Vin rouge,
11106468,Cooler et cocktail prémixé,Cocktail et cooler au vin,Cooler au vin
160358,Vin,Vin rouge,
160317,Vin,Vin blanc,
10542137,Vin,Vin blanc,
14574208,Vin,Vin blanc,
13507118,Vin,Vin blanc,
10679361,Vin,Vin rouge,
12383248,Vin,Vin rouge,
12698872,Vin,Vin blanc,
13593280,Vin,Vin blanc,
10685251,Vin,Vin blanc,
13409964,Spiritueux,Liqueur et Crème,Liqueur
12496541,Cooler et cocktail prémixé,Cocktail à base de spiritueux,
1867,Spiritueux,Liqueur et Crème,Liqueur d'herbe
11127234,Champagne et mousseux,Champagne,
13908851,Vin,Vin rouge,
11510102,Vin,Vin rouge,
546309,Vin,Vin rouge,
9373,Vin,Vin blanc,
290296,Vin,Vin blanc,
259721,Vin,Vin rouge,
739243,Vin,Vin rouge,
12681131,Vin,Vin blanc,
13467996,Vin,Vin blanc,
12213505,Vin,Vin rouge,
11157185,Vin,Vin rouge,
11254188,Vin,Vin rouge,
10904652,Spiritueux,Rhum,Rhum brun
10913410,Spiritueux,Rhum,Rhum brun
10671617,Spiritueux,Rhum,Rhum brun
13918312,Vin,Vin blanc,
13545886,Vin,Vin rouge,
10894431,Vin,Vin rouge,
11133386,Spiritueux,Téquila,Téquila dorée
12365541,Vin,Vin rouge,
12533541,Vin,Vin blanc,
14448560,Vin,Vin blanc,
14144347,Spiritueux,Rhum,Rhum aromatisé
14195494,Vin,Vin rouge,
12030291,Cidre,Cidre mousseux,
13983886,Spiritueux,Gin,Dry gin
12263043,Poiré,Poiré de glace,
12120579,Poiré,Poiré mousseux,
11957191,Cidre,Cidre de glace,
14559657,Cidre,Vermouth,
13136249,Vin,Vin rouge,
13394766,Vin,Vin rouge,
318741,Vin,Vin blanc,
12531394,Vin,Vin blanc,
541250,Vin,Vin blanc,
335174,Vin,Vin rouge,
902916,Vin,Vin blanc,
14589901,Vin,Vin rouge,
12990460,Vin,Vin rouge,
13632066,Vin,Vin blanc,
13360101,Vin,Vin blanc,
12270981,Vin,Vin rouge,
14145526,Vin,Vin blanc,
11581429,Vin,Vin rouge,
896647,Spiritueux,Liqueur et Crème,Liqueur d'herbe
14071934,Vin,Vin rouge,
14555867,Vin,Vin blanc,
11768171,Vin,Vin rouge,
13612508,Vin,Vin rouge,
363457,Vin,Vin rouge,
14206211,Spiritueux,Téquila,
12477501,Vin,Vin rouge,
11676604,Vin,Vin rouge,
13188727,Vin,Vin blanc,
12998411,Vin,Vin rouge,
11213343,Vin,Vin rouge,
10483026,Vin,Vin rouge,
14184541,Vin,Vin rouge,
10857497,Vin,Vin rouge,
14168496,Vin,Vin rouge,
11833665,Apéritif,Vin apéritif,
11833657,Apéritif,Vin apéritif,
12358157,Apéritif,Boisson aromatisée,
12645359,Apéritif,Boisson aromatisée,
11746908,Spiritueux,Liqueur et Crème,Boisson aux fruits
928036,Vin,Vin rouge,
12103584,Spiritueux,Liqueur et Crème,Liqueur d'agrumes
336974,Vin,Vin rouge,
255448,Vin,Vin blanc,
11668962,Spiritueux,Vodka,Vodka
10498121,Vin,Vin rouge,
13194844,Vin,Vin rouge,
10669832,Vin,Vin rouge,
13990146,Vin,Vin rouge,
13575524,Vin,Vin blanc,
11881940,Vin,Vin rouge,
11373232,Vin,Vin rouge,
11604889,Spiritueux,Vodka,Vodka
12999333,Champagne et mousseux,Vin mousseux,
13142227,Spiritueux,Liqueur et Crème,Liqueur
12719784,Spiritueux,Liqueur et Crème,Liqueur
10914877,Spiritueux,Liqueur et Crème,Liqueur
11905809,Vin,Vin rouge,
13699113,Vin,Vin rouge,
12206971,Vin,Vin blanc,
340406,Vin,Vin blanc,
340414,Vin,Vin rouge,
10904409,Spiritueux,Rhum,Rhum ambré
10323049,Spiritueux,Rhum,Rhum ambré
10838579,Vin,Vin rouge,
11115196,Spiritueux,Alcool anisé,
10709988,Vin,Vin blanc,
10709152,Vin,Vin rouge,
12615264,Vin,Vin rouge,
10915108,Vin,Vin blanc,
10669189,Vin,Vin rouge,
10270442,Vin,Vin rouge,
711,Vin,Vin blanc,
1016,Vin,Vin rouge,
20214,Vin,Vin rouge,
13553392,Vin,Vin rouge,
12525120,Vin,Vin rouge,
10382081,Vin,Vin rouge,
879841,Vin,Vin rouge,
13817941,Vin,Vin blanc,
12525488,Spiritueux,Scotch et whisky,Whisky canadien
863654,Vin,Vin rouge,
10312382,Vin,Vin blanc,
541888,Vin,Vin rouge,
11383545,Vin,Vin rouge,
13964503,Vin,Vin rosé,
643700,Vin,Vin blanc,
11714181,Vin,Vin blanc,
556746,Vin,Vin blanc,
14168411,Vin,Vin blanc,
12292670,Vin,Vin rouge,
11098761,Spiritueux,Liqueur et Crème,Boisson aux fruits
12612733,Vin,Vin rouge,
612531,Vin,Vin rouge,
11905745,Vin,Vin rouge,
11912494,Champagne et mousseux,Vin mousseux,
13344671,Champagne et mousseux,Vin mousseux rosé,
11886783,Champagne et mousseux,Vin mousseux,
65086,Vin,Vin blanc,
107276,Vin,Vin rouge,
409896,Vin,Vin rouge,
13860270,Vin,Vin rouge,
12259407,Vin,Vin rouge,
13565377,Vin,Vin rouge,
13402324,Vin,Vin rouge,
10394955,Vin,Vin rouge,
308056,Champagne et mousseux,Champagne,
11133141,Vin,Vin blanc,
10754279,Vin,Vin rouge,
14092938,Vin,Vin rouge,
13286829,Vin,Vin rouge,
12473032,Vin,Vin rosé,
13266060,Vin,Vin rouge,
508150,Spiritueux,Liqueur et Crème,Liqueur
308460,Vin,Vin rosé,
285767,Vin,Vin rosé,
63461,Spiritueux,Cognac et brandy,Cognac V.S.
14033815,Vin,Vin rouge,
10667351,Vin,Vin blanc,
10311662,Saké,Saké Fuutsu-shu,
367284,Vin,Vin blanc,
212480,Vin,Vin rouge,
122077,Vin,Vin rouge,
70540,Vin,Vin rouge,
11459482,Vin,Vin rouge,
11675994,Vin,Vin blanc,
319111,Vin,Vin rouge,
134742,Vin,Vin blanc,
12425452,Vin,Vin rouge,
13845791,Vin,Vin rosé,
13584391,Vin,Vin blanc,
11676145,Vin,Vin rouge,
13786225,Vin,Vin rosé,
12178869,Vin,Vin blanc,
14168509,Vin,Vin blanc,
13366466,Vin,Vin rosé,
12184821,Vin,Vin rouge,
13231465,Vin,Vin rouge,
443036,Vin,Vin rouge,
443069,Vin,Vin blanc,
11579337,Spiritueux,Scotch et whisky,Whisky canadien
14485256,Spiritueux,Liqueur et Crème,Liqueur de fruit
14485310,Spiritueux,Liqueur et Crème,Liqueur de fruit
12755081,Spiritueux,Gin,Dry gin
14532833,Spiritueux,Alcool,
13932907,Spiritueux,Alcool,
11904363,Spiritueux,Scotch et whisky,Scotch single malt
11532862,Spiritueux,Scotch et whisky,Scotch single malt
380717,Spiritueux,Scotch et whisky,Scotch single malt
12385,Spiritueux,Scotch et whisky,Scotch single malt
11027031,Spiritueux,Scotch et whisky,Scotch single malt
11573859,Spiritueux,Scotch et whisky,Scotch single malt
11948868,Spiritueux,Scotch et whisky,Scotch single malt
14346061,Spiritueux,Scotch et whisky,Scotch single malt
14445772,Spiritueux,Vodka,Vodka
14433069,Spiritueux,Alcool,
12171691,Spiritueux,Cognac et brandy,Cognac V.S.
12779091,Vin,Vin rouge,
343145,Spiritueux,Liqueur et Crème,Liqueur
11584072,Spiritueux,Gin,Dry gin
111021,Spiritueux,Gin,Dry gin
1040,Spiritueux,Gin,Dry gin
13990998,Cooler et cocktail prémixé,Cooler à base de spiritueux,
14077244,Spiritueux,Gin,Dry gin aromatisé
191239,Porto et vin fortifié,Porto,LBV
12484436,Porto et vin fortifié,Porto,Tawny - 10 ans
14195582,Vin,Vin blanc,
13466782,Vin,Vin rouge,
11439772,Spiritueux,Scotch et whisky,Scotch blended
1784,Spiritueux,Liqueur et Crème,Liqueur de fruit
10512190,Spiritueux,Liqueur et Crème,Liqueur de fruit
13151449,Vin,Vin blanc,
13152142,Vin,Vin rouge,
13151457,Vin,Vin rosé,
11111566,Spiritueux,Absinthe,
10462778,Vin,Vin rouge,
11018679,Spiritueux,Scotch et whisky,Scotch blended
31112,Spiritueux,Scotch et whisky,Scotch blended
10669058,Vin,Vin blanc,
12557615,Spiritueux,Vodka,Vodka
11025617,Spiritueux,Vodka,Vodka
12051331,Spiritueux,Vodka,Vodka aromatisée
11347018,Vin,Vin rouge,
14437449,Spiritueux,,
14432390,Vin,Vin blanc,
14486662,Spiritueux,Gin,Dry gin
14363523,Vin,Vin blanc,
11975073,Vin,Vin rouge,
14035394,Vin,Vin rouge,
53140,Spiritueux,Rhum,Rhum brun
12275124,Spiritueux,Rhum,Rhum blanc
443903,Spiritueux,Rhum,Rhum ambré
10254012,Spiritueux,Gin,Dry gin
13682101,Spiritueux,Gin,Dry gin
122689,Champagne et mousseux,Vin mousseux,
13547363,Champagne et mousseux,Vin mousseux,
177956,Spiritueux,Liqueur et Crème,Liqueur de fruit
11826289,Spiritueux,Cognac et brandy,Cognac V.S.O.P.
8284,Spiritueux,Cognac et brandy,Cognac V.S.
11527676,Spiritueux,Cognac et brandy,Cognac X.O.
11456863,Spiritueux,Cognac et brandy,Cognac X.O.
303511,Vin,Vin blanc,
14533916,Vin,Vin rouge,
364141,Porto et vin fortifié,Madère,
14209833,Vin,Vin blanc,
13575250,Vin,Vin blanc,
10803051,Vin,Vin rouge,
13142323,Spiritueux,Liqueur et Crème,Liqueur d'herbe
11462382,Vin,Vin rouge,
13425500,Spiritueux,Téquila,
13257876,Spiritueux,Vodka,Vodka
978387,Vin,Vin rouge,
12397130,Champagne et mousseux,Vin mousseux rosé,
106492,Champagne et mousseux,Vin mousseux,
14645715,Hydromel,Hydromel fortifié,
14267013,Vin,Vin blanc,
400754,Spiritueux,Vodka,Vodka
883033,Vin,Vin blanc,
478743,Vin,Vin rouge,
642744,Vin,Vin blanc,
14641626,Cidre,Cidre apéritif,
14161753,Cidre,Cidre apéritif,
13692157,Vin,Vin rouge,
908004,Vin,Vin blanc,
13540719,Vin,Vin blanc,
13540680,Vin,Vin blanc,
13540698,Vin,Vin blanc,
11035604,Vin,Vin rouge,
551085,Vin de dessert,Vin de glace,
13612760,Spiritueux,Liqueur et Crème,Boisson à l'érable
475103,Hydromel,Hydromel,
855833,Hydromel,Hydromel,
12355061,Hydromel,Hydromel aromatisé,
10330759,Spiritueux,Liqueur et Crème,Boisson à l'érable
11259296,Hydromel,Hydromel,
13984037,Spiritueux,Eau-de-vie,Eau-de-vie d'érable
734921,Hydromel,Hydromel aromatisé,
950378,Hydromel,Hydromel,
14460489,Vin,Vin blanc,
11957203,Vin,Vin blanc,
13467953,Vin,Vin blanc,
11459765,Spiritueux,Scotch et whisky,Scotch blended
10498973,Champagne et mousseux,Vin mousseux,
23358,Vin,Vin rouge,
313825,Vin,Vin rouge,
14366759,Vin,Vin rouge,
14043474,Vin,Vin blanc,
319905,Vin,Vin blanc,
13358191,Champagne et mousseux,Vin mousseux rosé,
12093540,Vin,Vin rouge,
10536757,Vin,Vin rouge,
12456689,Champagne et mousseux,Vin mousseux,
485557,Vin,Vin rouge,
12708516,Vin,Vin rouge,
10749795,Spiritueux,Scotch et whisky,Whisky canadien
13846451,Spiritueux,Liqueur et Crème,Liqueur
377994,Spiritueux,Scotch et whisky,Whiskey américain
12251974,Cooler et cocktail prémixé,Cooler à base de spiritueux,
41384,Spiritueux,Scotch et whisky,Whiskey américain
12673835,Spiritueux,Liqueur et Crème,Liqueur
11607684,Spiritueux,Liqueur et Crème,Liqueur
12133193,Cooler et cocktail prémixé,Cocktail à base de spiritueux,
11462112,Vin,Vin rouge,
11677421,Vin,Vin blanc,
13864246,Vin,Vin blanc,
12895235,Vin,Vin rouge,
12909289,Vin,Vin rosé,
12206891,Vin,Vin blanc,
13188903,Vin,Vin blanc,
219105,Vin,Vin blanc,
548644,Vin,Vin rouge,
106377,Vin,Vin rouge,
898502,Vin,Vin rouge,
11184896,Spiritueux,Liqueur et Crème,Liqueur d'herbe
333575,Champagne et mousseux,Vin mousseux,
12275221,Spiritueux,Scotch et whisky,Whiskey irlandais
10157,Spiritueux,Scotch et whisky,Whiskey irlandais
14646988,Spiritueux,Scotch et whisky,Whiskey irlandais
12729798,Spiritueux,Scotch et whisky,Whiskey irlandais
14405041,Spiritueux,Gin,Dry gin
856997,Vin,Vin rouge,
11008121,Vin,Vin rouge,
14182634,Vin,Vin blanc,
11675708,Vin,Vin blanc,
13184224,Vin,Vin rouge,
12990742,Vin,Vin blanc,
12564233,Vin,Vin blanc,
14077228,Vin,Vin blanc,
12897169,Vin,Vin blanc,
11374411,Vin,Vin rouge,
11374391,Vin,Vin rouge,
11509857,Vin,Vin rouge,
12244547,Vin,Vin rouge,
739623,Vin,Vin rouge,
14204565,Vin,Vin rouge,
11975399,Spiritueux,Scotch et whisky,Whiskey américain
11495512,Spiritueux,Scotch et whisky,Whiskey américain
12257014,Vin,Vin rouge,
13467873,Vin,Vin blanc,
13358714,Spiritueux,Scotch et whisky,Scotch blended
7880,Spiritueux,Scotch et whisky,Scotch blended
11447406,Spiritueux,Scotch et whisky,Scotch blended
13494783,Spiritueux,Scotch et whisky,Scotch blended
308155,Spiritueux,Scotch et whisky,Scotch blended
11838765,Spiritueux,Scotch et whisky,Scotch blended
11447393,Spiritueux,Scotch et whisky,Scotch blended
1099,Spiritueux,Scotch et whisky,Scotch blended
13142833,Spiritueux,Téquila,Téquila dorée
11451835,Spiritueux,Téquila,
13586602,Cooler et cocktail prémixé,Cooler à base de spiritueux,
14392720,Vin,Vin rouge,
14308276,Vin,Vin rouge,
14366812,Vin,Vin blanc,
14556042,Vin,Vin blanc,
199141,Vin,Vin blanc,
13319061,Vin,Vin blanc,
13501672,Vin,Vin blanc,
142448,Vin,Vin rouge,
12258842,Vin,Vin blanc,
13593183,Vin,Vin rouge,
13469836,Vin,Vin rouge,
448258,Vin,Vin rouge,
444273,Vin,Vin blanc,
10858086,Vin,Vin rouge,
10654948,Champagne et mousseux,Vin mousseux,
577957,Spiritueux,Liqueur et Crème,Liqueur de café
90472,Spiritueux,Vodka,Vodka
12501136,Spiritueux,Vodka,Vodka
12591784,Spiritueux,Vodka,Vodka aromatisée
12265962,Spiritueux,Vodka,Vodka aromatisée
13581318,Vin,Vin rouge,
13598881,Porto et vin fortifié,Vermouth,Vermouth blanc
13598890,Porto et vin fortifié,Vermouth,Vermouth rouge
11093126,Vin,Vin blanc,
10702997,Vin,Vin blanc,
13298379,Vin,Vin blanc,
14185333,Spiritueux,Gin,Dry gin
456095,Spiritueux,Vodka,Vodka
12266965,Spiritueux,Vodka,Vodka
14017233,Spiritueux,Vodka,Vodka
14017241,Spiritueux,Vodka,Vodka
14017250,Spiritueux,Vodka,Vodka
13612188,Vin,Vin rosé,
12270964,Vin,Vin blanc,
10754244,Vin,Vin rouge,
10327701,Vin,Vin blanc,
10669470,Vin,Vin blanc,
13190190,Vin,Vin blanc,
13035683,Porto et vin fortifié,Porto,Tawny - 10 ans
14485483,Spiritueux,Liqueur et Crème,Liqueur de fruit
13532698,Vin,Vin blanc,
13532680,Vin,Vin rouge,
13940894,Spiritueux,Gin,Dry gin
13189973,Vin,Vin rouge,
12356590,Spiritueux,Liqueur et Crème,Boisson aux fruits
743559,Vin,Vin rouge,
704221,Vin,Vin blanc,
10220269,Vin de dessert,Vin de glace,
13917715,Spiritueux,Liqueur et Crème,Liqueur
14265641,Vin,Vin rouge,
13946760,Vin,Vin blanc,
565598,Vin,Vin blanc,
740084,Vin,Vin blanc,
860890,Vin,Vin rouge,
14350280,Spiritueux,Liqueur et Crème,Liqueur de menthe
13547208,Spiritueux,Liqueur et Crème,Liqueur
10690501,Vin,Vin blanc,
13587947,Vin,Vin blanc,
236653,Vin,Vin rouge,
12263422,Vin,Vin rouge,
11833753,Vin,Vin rosé,
11833745,Vin,Vin blanc,
11833770,Vin,Vin rouge,
11833761,Vin,Vin blanc,
14357318,Vin,Vin blanc,
14559391,Spiritueux,Liqueur et Crème,Boisson à l'érable
13807516,Vin,Vin rouge,
12874856,Champagne et mousseux,Vin mousseux,
13256700,Vin,Vin rouge,
13837601,Vin,Vin rouge,
10895565,Vin,Vin rouge,
14262925,Vin,Vin rouge,
11441418,Cidre,Cidre de glace,
134445,Vin,Vin blanc,
11460660,Vin,Vin blanc,
11896501,Vin,Vin rouge,
14008290,Vin,Vin blanc,
13374626,Apéritif,Vin apéritif,
560748,Vin,Vin rouge,
298505,Vin,Vin blanc,
13288832,Vin,Vin rosé,
263640,Vin,Vin rouge,
12667911,Vin,Vin rosé,
13736615,Spiritueux,Vodka,Vodka
570036,Vin,Vin rouge,
14045402,Vin,Vin blanc,
12386334,Vin,Vin blanc,
14682866,Spiritueux,Gin,Dry gin
14191477,Vin,Vin blanc,
624304,Vin,Vin rouge,
11374251,Champagne et mousseux,Champagne,
4390,Spiritueux,Rhum,Rhum ambré
560524,Vin,Vin blanc,
13426001,Vin,Vin rouge,
741108,Vin,Vin rouge,
11414145,Vin,Vin rouge,
13113581,Vin,Vin rouge,
13551901,Spiritueux,Scotch et whisky,Scotch single malt
572636,Vin,Vin blanc,
44990,Spiritueux,Cognac et brandy,Cognac V.S.O.P.
895946,Vin,Vin blanc,
340679,Champagne et mousseux,Champagne,
158550,Champagne et mousseux,Champagne rosé,
11076764,Vin,Vin rouge,
710731,Vin,Vin rouge,
710780,Vin,Vin blanc,
13682127,Vin,Vin rouge,
13917740,Spiritueux,Liqueur et Crème,Liqueur
12443597,Vin,Vin rouge,
14505667,Vin,Vin rouge,
14575198,Vin,Vin rosé,
12502868,Vin,Vin rouge,
10289670,Cidre,Cidre mousseux,
24208,Porto et vin fortifié,Pineau des Charentes,Pineau des Charentes
13876298,Spiritueux,Gin,Dry gin
12489456,Vin,Vin blanc,
13284647,Vin,Vin blanc,
13993013,Vin,Vin rouge,
13996193,Vin,Vin rouge,
10405010,Vin,Vin rouge,
14542724,Vin,Vin rouge,
12760816,Vin,Vin blanc,
12760584,Vin,Vin rosé,
13530342,Vin,Vin blanc,
14563681,Vin,Vin blanc,
13530326,Vin,Vin rouge,
12501419,Vin,Vin rouge,
13359400,Vin,Vin blanc,
13188807,Vin,Vin rosé,
13614634,Vin,Vin rouge,
13806097,Vin,Vin blanc,
13731371,Vin,Vin rosé,
11372766,Vin,Vin rosé,
12933043,Spiritueux,Liqueur et Crème,Liqueur
13417075,Vin,Vin rouge,
11966880,Vin,Vin rouge,
13496181,Spiritueux,Eau-de-vie,Eau-de-vie de canne à sucre
14445422,Apéritif,Boisson aromatisée,
13992977,Vin,Vin rosé,
31278,Spiritueux,Liqueur et Crème,Boisson aux fruits
13820817,Spiritueux,Rhum,Rhum brun
81471,Vin,Vin blanc,
11106661,Vin,Vin blanc,
11686626,Vin,Vin rosé,
10680118,Vin,Vin rouge,
10522540,Vin,Vin blanc,
12685975,Vin,Vin rouge,
14161702,Vin,Vin blanc,
14043706,Vin,Vin rouge,
14567585,Vin,Vin rouge,
14567593,Vin,Vin blanc,
14567606,Vin,Vin rosé,
12501902,Vin,Vin rouge,
13062091,Spiritueux,Rhum,Rhum ambré
14575219,Apéritif,Boisson aromatisée,
13952692,Apéritif,Boisson aromatisée,
13072601,Vin,Vin rouge,
13997428,Vin,Vin rouge,
874941,Vin,Vin rouge,
14265667,Vin,Vin blanc,
13998172,Vin,Vin rouge,
185751,Vin,Vin rouge,
13841052,Apéritif,Apéritif à base de gentiane,
10802904,Vin,Vin rouge,
642827,Vin,Vin blanc,
12561972,Vin,Vin blanc,
12561948,Vin,Vin rosé,
11679944,Vin,Vin rouge,
13361374,Vin,Vin rouge,
12477949,Vin,Vin rouge,
12700127,Vin,Vin rouge,
12699040,Vin,Vin blanc,
14398380,Cooler et cocktail prémixé,Cocktail et cooler au vin,Cooler au vin
14649417,Spiritueux,Liqueur et Crème,Crème
14350933,Spiritueux,Liqueur et Crème,Liqueur d'anis
14350271,Spiritueux,Liqueur et Crème,Liqueur
14398401,Cooler et cocktail prémixé,Cooler à base de spiritueux,
14019790,Vin,Vin blanc,
11576275,Vin,Vin rouge,
11833690,Vin,Vin blanc,
12123657,Vin,Vin rosé,
13862081,Vin,Vin rouge,
722991,Vin,Vin rouge,
11600781,Vin,Vin rouge,
14250377,Vin,Vin blanc,
13285367,Vin,Vin rouge,
856567,Vin,Vin rouge,
719443,Vin,Vin blanc,
13590450,Vin,Vin rouge,
145367,Vin,Vin rouge,
142117,Vin,Vin blanc,
13188946,Vin,Vin rouge,
270272,Vin,Vin rosé,
13089868,Vin,Vin blanc,
14033364,Vin,Vin blanc,
13718231,Vin,Vin rouge,
14071838,Vin,Vin blanc,
14348956,Spiritueux,Gin,Dry gin aromatisé
548875,Vin,Vin rouge,
11232149,Champagne et mousseux,Vin mousseux rosé,
884379,Champagne et mousseux,Vin mousseux,
515841,Vin,Vin rouge,
14576414,Vin,Vin blanc,
365924,Vin,Vin rouge,
14576406,Vin,Vin rouge,
55533,Vin,Vin blanc,
11461988,Vin,Vin rouge,
14074115,Vin,Vin rouge,
918243,Vin,Vin blanc,
268771,Champagne et mousseux,Champagne,
14478013,Champagne et mousseux,Vin mousseux rosé,
12404969,Champagne et mousseux,Vin mousseux rosé,
860627,Vin,Vin rouge,
12479792,Vin,Vin rouge,
643544,Vin,Vin rouge,
976183,Vin,Vin rouge,
964569,Vin,Vin rouge,
10754181,Vin,Vin rouge,
14681273,Spiritueux,Gin,Dry gin aromatisé
12494677,Vin,Vin rouge,
13876191,Vin,Vin rouge,
14550089,Spiritueux,Liqueur et Crème,Liqueur de fruit
